Title,Description,Link,Category,Publication Date,article_id
Revisiting the works of the Dhananjayans,Smrithi Patham featured extracts from the choreographies of V.P. and Shanta Dhananjayans over the years,https://www.thehindu.com/entertainment/dance/revisiting-the-works-of-the-dhananjayans/article67866460.ece,Entertainment,"Fri, 23 Feb 2024 16:50:39 +0530",1524
The lungi as a symbol of cultural identity,"Edgy prints, Madras checks, printed borders... millennials are embracing the lungi as a symbol of cultural identity",https://www.thehindu.com/life-and-style/the-lungi-as-a-symbol-of-cultural-identity/article67586161.ece,life-and-style,"Mon, 04 Dec 2023 14:59:41 +0530",1525
"Centre hikes kharif crop MSPs, ₹143 increase for paddy","Farmers’ organisations protest, demand MSP in tune with rising costs of inputs including fertiliser and irrigation",https://www.thehindu.com/business/Economy/centre-hikes-kharif-crop-msp-143-increase-for-paddy/article66941316.ece,Business,"Wed, 07 Jun 2023 14:42:32 +0530",1526
Adishakti gears up for the ‘Remembering Veenapani’ festival,This year’s festival is the 10th edition and will be held between April 1 and 8 in Auroville.,https://www.thehindu.com/entertainment/dance/adishakti-gears-up-for-the-remembering-veenapani-festival/article67997517.ece,Entertainment,"Wed, 27 Mar 2024 14:06:21 +0530",1528
Fashion designer Mac Duggal arrives in India,"The prêt couture by US-based fashion designer Mac Duggal — sported by Hollywood celebrities such as Tina Turner, Aretha Franklin, Paula Patton and Kylie Jenner — is making its way to India through The White Crow, Ogaan and Aza",https://www.thehindu.com/life-and-style/fashion/fashion-designer-mac-duggal-arrives-in-india/article68099731.ece,life-and-style,"Mon, 29 Apr 2024 13:25:42 +0530",1529
Study reveals history and oceanic voyages of remarkable baobab tree,The baobab lineage originated in Madagascar roughly 21 million years ago and reached Africa and Australia sometime in the past 12 million years,https://www.thehindu.com/sci-tech/science/study-reveals-history-and-oceanic-voyages-of-remarkable-baobab-tree/article68185638.ece,Science,"Fri, 17 May 2024 12:51:15 +0530",1530
Serena Williams honoured as 'fashion icon' by Council of Fashion Designers of America,Tennis legend  Serena Williams has been honored at Monday’s Council of Fashion Designers of America awards for her contributions to American fashion,https://www.thehindu.com/entertainment/serena-williams-honoured-as-fashion-icon-by-council-of-fashion-designers-of-america/article67512243.ece,life-and-style,"Wed, 08 Nov 2023 15:03:01 +0530",1532
Citsabha Collective’s dance festival in Bengaluru is about the pursuit of excellence,The festival will feature Indian classical dance forms and a felicitation programme,https://www.thehindu.com/entertainment/dance/citsabha-collectives-dance-festival-in-bengaluru-is-about-the-pursuit-of-excellence/article67867134.ece,Entertainment,"Thu, 22 Feb 2024 08:33:39 +0530",1533
Indian men beat Argentina 5-4 in shootout of FIH Pro League,"In the shootout, skipper Harmanpreet Singh and Sukhjeet Singh scored twice each with Abhishek being the other scorer.",https://www.thehindu.com/sport/hockey/indian-men-beat-argentina-5-4-in-shootout-of-fih-pro-league/article68205179.ece,Sport,"Wed, 22 May 2024 22:21:56 +0530",1534
‘Ghostbusters: Frozen Empire’ movie review: Nostalgia over novelty,"Despite featuring two generations of Ghostbusters, the film does not offer much apart from fan service",https://www.thehindu.com/entertainment/movies/ghostbusters-frozen-empire-movie-review-nostalgia-over-novelty/article68110419.ece,Entertainment,"Fri, 26 Apr 2024 18:58:30 +0530",1535
Restore incentive for cashew exports: Tamil Nadu Cashew Processors and Exporters Association,The association also urged APEDA to exempt imported raw cashew nuts from Food Safety and Standards Authority of India (FSSAI) clearance in customs.,https://www.thehindu.com/news/national/tamil-nadu/restore-incentive-for-cashew-exports-tamil-nadu-cashew-processors-and-exporters-association/article67360315.ece,Business,"Fri, 29 Sep 2023 13:44:28 +0530",1536
Charles Leclerc on a roll with Ferrari pole in Las Vegas,"Ferrari's Carlos Sainz was second fastest in qualifying, with Verstappen third, but the Spaniard has a 10 place grid penalty after repairs to his car following damage from a practice incident.",https://www.thehindu.com/sport/motorsport/charles-leclerc-on-a-roll-with-ferrari-pole-in-las-vegas/article67548668.ece,Sport,"Sat, 18 Nov 2023 22:03:49 +0530",1537
CSDS-Lokniti pre-poll survey | In search of a dignified economic life,Over 60% of respondents assert that getting a job has become much more difficult now and 71% of respondents claim that prices have increased considerably in the last five years,https://www.thehindu.com/elections/lok-sabha/csds-lokniti-pre-poll-survey-in-search-of-a-dignified-economic-life/article68050279.ece,Business,"Thu, 11 Apr 2024 05:45:00 +0530",1538
A sari collection on Indian goddesses with a side of martial arts,"Designer Lakshmi Srinath focusses on nine goddesses from ancient Vedic and folk traditions, and highlights weapons associated with them",https://www.thehindu.com/life-and-style/fashion/a-sari-collection-on-indian-goddesses-with-a-side-of-martial-arts/article67557342.ece,life-and-style,"Thu, 23 Nov 2023 14:10:15 +0530",1539
Gaurang Shah’s showcase for Lakme Fashion Week is a burst of ‘Gulal’,"Hyderabad-based designer Gaurang Shah to showcase Gulal, a collection in hues of pink for Lakme Fashion Week spring-summer 2024",https://www.thehindu.com/life-and-style/fashion/gaurang-shahs-showcase-for-lakme-fashion-week-is-a-burst-of-gulal/article67928462.ece,life-and-style,"Fri, 08 Mar 2024 16:04:01 +0530",1540
"India awarded silver, bronze in F46 javelin after winning protest at World Para Athletics Championships","India got a favourable decision and Herath was disqualified. Rinku, who originally finished third with an effort of 62.77m, was upgraded to second while Ajeet (62.11m) was handed a bronze",https://www.thehindu.com/sport/athletics/india-awarded-silver-bronze-in-f46-javelin-after-winning-protest-at-world-para-athletics-championships/article68214508.ece,Sport,"Sat, 25 May 2024 13:27:07 +0530",1544
Indian football legend Sunil Chhetri to retire after World Cup qualifying match against Kuwait on June 6,"Sunil Chhetri, who made his debut in 2005, has scored 94 goals for India. He is India's all-time top scorer and most-capped player.",https://www.thehindu.com/sport/football/indian-football-legend-sunil-chhetri-to-retire-after-world-cup-qualifying-match-against-kuwait-on-june-6/article68181204.ece,Sport,"Thu, 16 May 2024 10:25:09 +0530",1546
Veteran dancer Vyjayantimala showed how nuanced expressions enhance the appeal of a  performance,The 90-year-old veteran’s performance at Bharat Kalachar showed how abhinaya is the core of her dance  at Bharat Kalachar  demonstrated how her nuanced expressions add beauty to the lyrics,https://www.thehindu.com/entertainment/dance/veteran-dancer-vyjayantimala-showed-how-nuanced-expressions-enhance-the-appeal-of-a-performance/article67796545.ece,Entertainment,"Thu, 01 Feb 2024 11:28:01 +0530",1547
"Unsold homes in Delhi-NCR drop 57% in last 6 years to 86,420 units at March-end: Anarock","Real estate consultant Anarock said in its latest report that NCR’s unsold stock declined from 2,00,476 units at the end of the March 2018 quarter to 86,420 units as of March 31, 2024",https://www.thehindu.com/business/Economy/unsold-homes-in-delhi-ncr-drop-57-in-last-6-years-to-86420-units-at-march-end-anarock/article68208967.ece,Business,"Thu, 23 May 2024 22:34:24 +0530",1548
Suhas Vyas to perform in Bengaluru on April 7,"Hindustani singer, Suhas Vyas, will present two of his father, CR Vyas’ compositions as well as give a talk as part of the centenary celebrations",https://www.thehindu.com/entertainment/music/hindustani-singer-suhas-vyas-will-present-two-of-his-father-cr-vyas-compositions-as-well-as-give-a-talk-as-part-of-the-centenary-celebrations/article68025565.ece,Entertainment,"Fri, 05 Apr 2024 10:05:42 +0530",1549
Budget 2024 | The pace of fiscal consolidation took everyone by surprise,‘The underlying theme was clearly fiscal consolidation with an ability to maintain the infrastructure spends at the existing run rate’,https://www.thehindu.com/business/budget/budget-2024-the-pace-of-fiscal-consolidation-took-everyone-by-surprise/article67801087.ece,Business,"Fri, 02 Feb 2024 05:03:00 +0530",1550
Russia says Islamic State behind deadly Moscow concert hall attack,"IS has claimed responsibility on multiple occasions for the March 22 attack which killed more than 140 people, but Moscow has repeatedly tried to link Ukraine and the West to the attack.",https://www.thehindu.com/news/international/russia-says-islamic-state-behind-deadly-moscow-concert-hall-attack/article68210423.ece,World,"Fri, 24 May 2024 12:22:00 +0530",1551
An unconventional abode,"Architect Vinu Daniel of Wallmakers comes up with designs and construction methodologies for his residential projects where the approach is not only totally unconventional, but the emerging edifice is so in tune with its context as to leave the least footprint",https://www.thehindu.com/life-and-style/homes-and-gardens/an-unconventional-abode/article67569501.ece,life-and-style,"Fri, 24 Nov 2023 16:58:04 +0530",1553
Radhika Shurajit’s new production is based on popular songs on Muruga,The highlight of the production is the visual depiction of ‘Kanda Sashti Kavacham’,https://www.thehindu.com/entertainment/dance/radhika-shurajits-kanda-kadamba-kadhirvela-was-based-on-popular-songs-on-muruga/article67572960.ece,Entertainment,"Sat, 25 Nov 2023 15:31:15 +0530",1554
DGCA deregisters all 54 Go First aircraft following HC order,"The loss-making airline’s aircraft lessors had moved court in the wake of the NCLT admitting Go First’s plea to seek voluntary insolvency in May, 2023, and the resultant moratorium on adverse actions by the carrier’s creditors",https://www.thehindu.com/business/Industry/dgca-deregisters-all-54-go-first-aircraft-following-hc-order/article68128925.ece,Business,"Wed, 01 May 2024 19:57:57 +0530",1555
Israel Army recovers bodies of three more hostages in Gaza,"Israel says around 100 hostages are still captive in Gaza, along with the bodies of at least 39 more, while 17 bodies of hostages have been recovered",https://www.thehindu.com/news/international/israel-army-recovers-bodies-of-three-more-hostages-in-gaza/article68210973.ece,World,"Fri, 24 May 2024 16:13:52 +0530",1557
Student lynched on Law College campus of Patna University,Friends and family claims that student was planning to contest student’s union election in Patna University,https://www.thehindu.com/news/national/student-lynched-on-law-college-campus-of-patna-university/article68223919.ece,India,"Tue, 28 May 2024 10:03:17 +0530",1558
Ukraine says talks on France sending military instructors ongoing,"Kyiv's Defence Ministry made the ""clarification"" after army chief Oleksandr Syrsky said that the first French military instructors would soon arrive in the war-battered country.",https://www.thehindu.com/news/international/ukraine-says-talks-on-france-sending-military-instructors-ongoing/article68223021.ece,World,"Tue, 28 May 2024 05:17:00 +0530",1559
"India should continue to win in Australia, says Gavaskar","India is set to play five Tests at the Perth Stadium, Adelaide Oval, Gabba, Melbourne Cricket Ground (MCG), and Sydney Cricket Ground (SCG) from Nov. 22 to Jan. 7.",https://www.thehindu.com/sport/cricket/india-should-continue-to-win-in-australia-says-gavaskar/article68219224.ece,Sport,"Sun, 26 May 2024 21:48:34 +0530",1560
Grigor Dimitrov rolls back the time,The 32-year-old Bulgarian returns to the top-10 after nearly five and half years and has also rehabilitated the one-handed backhand following a brief exile,https://www.thehindu.com/sport/tennis/grigor-dimitrov-rolls-back-the-time/article68021740.ece,Sport,"Wed, 03 Apr 2024 01:00:01 +0530",1561
Viewpoint | Interim Budget 2024,"The Interim Union Budget 2024, was laid out by Finance Minister Nirmala Sitharaman on February 1, 2024.",https://www.thehindu.com/business/budget/viewpoint-interim-budget-2024/article67801997.ece,Business,"Fri, 02 Feb 2024 02:12:00 +0530",1563
"Carlos Alcaraz makes confident start at French Open, Naomi Osaka advances",Carlos Alcaraz has made a confident start at the French Open by overwhelming J,https://www.thehindu.com/sport/tennis/carlos-alcaraz-makes-confident-start-at-tennis-french-open-naomi-osaka-advances/article68219494.ece,Sport,"Mon, 27 May 2024 03:44:00 +0530",1564
Australian GP qualifying | Verstappen takes pole position; Carlos Sainz also in front row,Verstappen has won both races to start the season in Bahrain and Saudi Arabia,https://www.thehindu.com/sport/motorsport/australian-gp-qualifying-verstappen-takes-pole-position-carlos-sainz-also-in-front-row/article67983555.ece,Sport,"Sat, 23 Mar 2024 12:45:15 +0530",1565
Former 'General Hospital' actor Johnny Wactor killed in downtown Los Angeles shooting,"Three suspects drove away from the scene, police said. Wactor was rushed to a hospital, where he died. There were no arrests as of late Sunday",https://www.thehindu.com/entertainment/movies/former-general-hospital-actor-johnny-wactor-killed-in-downtown-los-angeles-shooting/article68220653.ece,Entertainment,"Mon, 27 May 2024 12:35:15 +0530",1566
Why An Iliad is still relevant today,Lisa Peterson and Dennis O’Hare’s An Iliad is in Bengaluru this week,https://www.thehindu.com/entertainment/theatre/why-an-iliad-is-still-relevant-today/article67485443.ece,Entertainment,"Fri, 03 Nov 2023 19:36:35 +0530",1567
Gaining the upper hand against cancer,"Cancer, you picked the wrong girl  is Shormistha Mukherjee’s arduous journey, narrated with honesty and humour",https://www.thehindu.com/books/books-authors/cancer-you-picked-the-wrong-girl-is-about-shormistha-mukherjees-arduous-journey-and-survival/article65190084.ece,life-and-style,"Sat, 05 Mar 2022 15:37:04 +0530",1569
Rolf von Bueren of Lotus Arts de Vivre on his relationship with Asia and its rich art history,"Rolf von Bueren, an avid collector of exotic art and jewellery for 40 years, brings the focus back to Asia’s rich pool of resources through his brand",https://www.thehindu.com/life-and-style/rolf-von-bueren-of-lotus-arts-de-vivre-on-his-relationship-with-asia-and-its-rich-art-history/article66435557.ece,life-and-style,"Sat, 28 Jan 2023 12:07:07 +0530",1570
Why Kaji Nemu is so dear to the Assamese,"Kaji Nemu, a variety of indigenous lemon, was declared the state fruit of Assam, and lovers of this fruit, share thoughts about this tangy delight",https://www.thehindu.com/food/features/why-kaji-nemu-is-so-dear-to-the-assamese/article67848068.ece,life-and-style,"Thu, 15 Feb 2024 16:42:13 +0530",1571
IPL | Hussey hopes Dhoni will carry on for two more years,"Hussey said that Dhoni's workload is being managed appropriately, given that he had undergone knee surgery",https://www.thehindu.com/sport/cricket/ipl-hussey-hopes-dhoni-will-carry-on-for-two-more-years/article68181952.ece,Sport,"Thu, 16 May 2024 15:58:30 +0530",1572
Play preview: Jagriti Theatre’s retelling of ‘Medea’ explores themes of exile and identity,Jagriti Theatre in Bengaluru is producing a reinterpretation of the fifth century play with Rebecca Spurgeon as its director and Kirtana Kumar as its sole actor,https://www.thehindu.com/entertainment/theatre/play-preview-jagriti-theatres-retelling-of-medea-explores-themes-of-exile-and-identity/article67792457.ece,Entertainment,"Wed, 31 Jan 2024 17:05:24 +0530",1574
"Karkkadakam bathing rituals of Kerala, in a new package","Kerala’s seasonal bath includes specially prepared oils, potions, herbs and flowers. It now comes packaged as convenient bathing essentials",https://www.thehindu.com/life-and-style/keralas-seasonal-bath-of-specially-prepared-oils-potions-herbs-and-flowers-now-comes-packaged-as-convenient-bathing-essentials/article65627000.ece,life-and-style,"Fri, 05 Aug 2022 11:25:22 +0530",1575
Feisal Alkazi talks about his plays ‘Things I Know To Be True’ and ‘After Dark’,"Though Things I Know To Be True is set in Australia and After Dark in India, the plays share similar themes, says the veteran director",https://www.thehindu.com/entertainment/theatre/after-dark-things-i-know-to-be-true-feisal-alkazi/article67586918.ece,Entertainment,"Fri, 01 Dec 2023 09:30:00 +0530",1576
Puffed-up and poll-ready: Nirmala Sitharaman’s first Interim Budget,"No dramatic pre-poll sops as FM sticks to fiscal deficit targets; announces new urban housing scheme, more rural homes, rooftop solar solutions; turns focus to eastern States",https://www.thehindu.com/business/budget/nirmala-sitharamans-first-interim-budget-puffed-up-and-poll-ready/article67801827.ece,Business,"Thu, 01 Feb 2024 22:42:52 +0530",1577
This yoga mat is an eco-conscious tribute to Deepor Beel in Assam,"The sturdy and slip-proof yoga mat named after the purple moorhen was created by six young women from Assam. Made from water hyacinths, it is naturally dyed, completely handwoven and biodegradable",https://www.thehindu.com/news/national/biodegradable-compostable-yoga-mats-6-women-from-assam-deepor-beel/article34822796.ece,life-and-style,"Tue, 15 Jun 2021 18:53:02 +0530",1578
Indian Open Race Walking | Double for Manju Rani,"Vijay, Bandana take men’s and women’s 35km titles",https://www.thehindu.com/sport/athletics/indian-open-race-walking-double-for-manju-rani/article67796519.ece,Sport,"Wed, 31 Jan 2024 17:53:51 +0530",1579
Taylor Swift’s ‘The Tortured Poets Department’ creates Spotify history,Taylor Swift’s latest release becomes first album to surpass 200 million streams in a single day,https://www.thehindu.com/entertainment/taylor-swifts-the-tortured-poets-department-creates-spotify-history/article68087195.ece,Entertainment,"Sat, 20 Apr 2024 13:54:51 +0530",1580
British progressive metal music band Tesseract is touring India,"The band will perform songs from its new album War of Being during the three-city tour spanning Bengaluru, New Delhi and Mumbai",https://www.thehindu.com/life-and-style/british-progressive-metal-music-band-tesseract-is-touring-india/article68053192.ece,Entertainment,"Fri, 12 Apr 2024 16:44:00 +0530",1581
"Sevilla confirms coach Quique Sanchez Flores will leave, offer Jesus Navas lifetime deal",Sanchez Flores’ contract was set to expire in June 2025 but Sevilla chief Jose Maria del Nido Carrasco told reporters both parties agreed the coach will depart.,https://www.thehindu.com/sport/football/sevilla-confirms-coach-quique-sanchez-flores-will-leave-offer-jesus-navas-lifetime-deal/article68190134.ece,Sport,"Sat, 18 May 2024 17:01:37 +0530",1582
When Earth passed through the tail of Halley’s Comet,"Did you know that our planet passed through the tail of Halley’s Comet during its 1910 visit on May 19? And that apocalyptic predictions still held sway at that time, despite being in the 20th Century? A.S.Ganesh takes a look at how the arrival of the most popular comet created a stir in 1910…",https://www.thehindu.com/children/when-earth-passed-through-the-tail-of-halleys-comet/article68156656.ece,Science,"Sun, 19 May 2024 00:25:00 +0530",1583
Explore the hidden frontiers of Arabia with Reza Pakravan,"In this new show, Reza Pakravan claims to show viewers never-before-seen caves and canyons in Arabia",https://www.thehindu.com/entertainment/movies/explore-the-hidden-frontiers-of-arabia-with-reza-pakravan/article68170722.ece,life-and-style,"Tue, 14 May 2024 18:26:54 +0530",1585
Judge rejects Alec Baldwin’s request to dismiss criminal charge in ‘Rust’ fatal shooting,A New Mexico judge has denied Alec Baldwin’s request to dismiss manslaughter charge in fatal ‘Rust’ shooting,https://www.thehindu.com/entertainment/movies/judge-rejects-alec-baldwins-request-to-dismiss-criminal-charge-in-rust-fatal-shooting/article68214328.ece,Entertainment,"Sat, 25 May 2024 12:38:28 +0530",1587
Vishalam Ekambaram: The newsreader-turned-actor was an icon on the Chennai stage,"Vishalam Ekambaram, who passed away this week, acted with The Madras Players for over four decades. Before that, she was a popular newsreader on Doordarshan",https://www.thehindu.com/society/vishalam-ekambaram-the-newsreader-turned-actor-was-an-icon-on-the-chennai-stage/article67807229.ece,Entertainment,"Sat, 03 Feb 2024 12:42:07 +0530",1588
"LTIMindtree Q4 net dips 1.2% to ₹1,100.7 crore; company hopeful of returning to growth in Q1 FY25",The Q4 report card was impacted by slower ramp-ups and weak showing in the banking and financial services space.,https://www.thehindu.com/business/ltimindtree-q4-net-dips-12-to-11007-crore-company-hopeful-of-returning-to-growth-in-q1-fy25/article68103388.ece,Business,"Wed, 24 Apr 2024 22:26:59 +0530",1589
Sail on the Bay of Bengal in Chennai this summer and fill up on some vitamin sea,Take a sailboat for a spin from the Chennai harbour as the Royal Madras Yacht Club invites novices to try their hand at the sport this summer.,https://www.thehindu.com/life-and-style/sail-on-the-bay-of-bengal-in-chennai-this-summer-and-fill-up-on-some-vitamin-sea/article66723478.ece,life-and-style,"Wed, 12 Apr 2023 16:23:01 +0530",1590
RBI imposes business curbs on Kotak Bank for IT infra deficiency,"The bank has been barred from onboarding new customers through online, mobile banking channels, issuing fresh credit cards",https://www.thehindu.com/business/Industry/rbi-directs-kotak-mahindra-bank-to-stop-new-customer-onboarding-through-online-banking/article68101553.ece,Business,"Wed, 24 Apr 2024 16:16:34 +0530",1592
"Dharani interview on ‘Ghilli’ re-release: ‘Vijay was a boy then, he is a brand now’",Why a 20-year-old film starring Vijay is being celebrated by Tamil cinema fans today,https://www.thehindu.com/entertainment/movies/dharani-interview-on-ghilli-re-release-vijay-was-a-boy-then-he-is-a-brand-now/article68100959.ece,Entertainment,"Wed, 24 Apr 2024 15:41:50 +0530",1593
Many varsities National champions to skip Khelo India University Games,The Games offer a good chance to impress the AFI and get into national camps,https://www.thehindu.com/sport/athletics/many-varsities-national-champions-to-skip-khelo-india-university-games/article67882474.ece,Sport,"Sat, 24 Feb 2024 20:29:57 +0530",1594
Leena Nair: focused on bringing Chanel into the 21st century,"As the first Indian and first non-white CEO of Chanel, Leena Nair is banking on her 30 years of HR experience to further the fashion house’s influence and philanthropic work",https://www.thehindu.com/life-and-style/luxury/leena-nair-chanel-ceo-indian-non-white-interview-bof-voices/article67782429.ece,life-and-style,"Sat, 27 Jan 2024 13:10:00 +0530",1595
FIH Pro League: Salima Tete to lead as HI names 24-member squad,Indian women to play 10 games in Belgium and England on the Europe leg,https://www.thehindu.com/sport/hockey/article68131088.ece,Sport,"Thu, 02 May 2024 17:34:52 +0530",1596
More solar storms brewing after last week’s aurorae as Sun ‘wakes up’,"Since early May, scientists have been monitoring the sunspot AR 3664. By May 7, it was 16-times as wide as the earth and brimming with magnetic energy",https://www.thehindu.com/sci-tech/science/more-solar-storms-brewing-aurorae-sun-cycle-peak/article68174743.ece,Science,"Wed, 15 May 2024 05:30:00 +0530",1597
The vegan masala chai chocolate from Paul and Mike that won a gold,Paul and Mike’s masala chai-flavoured chocolate bar won the top spot at the International Chocolate Awards—Asia Pacific 2023,https://www.thehindu.com/life-and-style/food/the-vegan-masala-chai-chocolate-bar-from-paul-and-mike-that-won-a-gold/article67119011.ece,life-and-style,"Mon, 31 Jul 2023 14:34:34 +0530",1598
Interim budget increases target for Lakhpati Didi scheme,The announcement was made by Union Finance Minister Nirmala Sitharaman while presenting the interim budget for 2024-25,https://www.thehindu.com/business/budget/interim-budget-increases-target-for-lakhpati-didi-scheme/article67800679.ece,Business,"Thu, 01 Feb 2024 20:21:58 +0530",1599
Bengaluru Open | Seongchan Hong keen to realise his dreams before military service call-up,The tennis star from South Korea says he will continue playing the sport when in the army,https://www.thehindu.com/sport/tennis/bengaluru-open-seongchan-hong-south-korea-military-tennis/article67864308.ece,Sport,"Mon, 19 Feb 2024 21:01:39 +0530",1600
Kia unveils updated Seltos; eyes 10% market share in PV segment,"Unveiling the updated version of its Seltos, Kia India aims to garner a 10% market share in the domestic passenger vehicle segment",https://www.thehindu.com/life-and-style/motoring/kia-unveils-updated-seltos-eyes-10-market-share-in-pv-segment/article67041387.ece,life-and-style,"Tue, 04 Jul 2023 18:48:00 +0530",1601
When the elderly scale new heights,More senior citizens strap on their boots and turn morning walks into training runs as they prepare to scale mountains,https://www.thehindu.com/life-and-style/fitness/a-grandparents-summit-at-everest-base-camp/article64960771.ece,life-and-style,"Wed, 16 Feb 2022 16:36:54 +0530",1602
Luxury watch trends to track in 2023,"Limited editions, innovative designs and cutting-edge materials will drive the luxury watch industry this year",https://www.thehindu.com/life-and-style/fashion/luxury-watch-trends-to-track-in-2023/article66453757.ece,life-and-style,"Fri, 17 Feb 2023 15:37:47 +0530",1603
Rock around the clock in Bengaluru this weekend,The musical lineup promises to bring some old school rock as well as new age psychedelic fare to Bengaluru this weekend,https://www.thehindu.com/entertainment/music/rock-around-the-clock-in-bengaluru-this-weekend/article68049260.ece,Entertainment,"Thu, 11 Apr 2024 11:12:01 +0530",1604
The 1612-built Aguada Central Jail in Goa turned into an interactive museum,"The newly-launched Aguad Interactive Museum: The Land, the People, and the Struggle, tries to shine light on Goa’s Portuguese past",https://www.thehindu.com/entertainment/music/the-1612-built-and-decomissioned-aguada-central-jail-in-goa-turned-into-an-interactive-museum/article67528304.ece,life-and-style,"Wed, 15 Nov 2023 13:52:00 +0530",1605
"Mumbai’s Salt Water Café makes way for Bandra Born, a 12-week popup","Grunge interiors, quirky graffiti and flavour-driven dishes are the highlights of Gresham Fernandes’s new popup, Bandra Born, in Mumbai",https://www.thehindu.com/food/features/mumbais-salt-water-caf%C3%A9-makes-way-for-bandra-born-a-12-week-popup/article67453389.ece,life-and-style,"Wed, 25 Oct 2023 14:29:57 +0530",1606
Ignoring an agricultural sector in distress,"The revival of agricultural growth from its long-term slump requires imaginative policy shifts and decisive fiscal measures, but the Budget provides no indications of such a plan or intent",https://www.thehindu.com/opinion/op-ed/ignoring-an-agricultural-sector-in-distress/article67801980.ece,Business,"Fri, 02 Feb 2024 00:44:07 +0530",1607
Shahjahan’s wine cup to Aurangzeb’s sword: a look at  bejewelled objects in Indian museums,"From emperor Shahjahan’s ruby-studded wine cup to Aurangzeb’s sword, fondly referred to as the ‘diamond’, here are some bejewelled objects and jewellery that India is home to",https://www.thehindu.com/life-and-style/shahjahans-wine-cup-to-aurangzebs-sword-a-look-at-bejewelled-objects-in-indian-museums/article66466009.ece,life-and-style,"Fri, 03 Feb 2023 17:11:07 +0530",1608
How Chennai bodybuilder R Manikandan went from housekeeping to winning medals for India,"Representing India at a bodybuilding competition in Uzbekistan, Chennai-based R Manikandan shares his journey from a hotel’s housekeeping department to fitness entrepreneurship",https://www.thehindu.com/news/cities/chennai/chennai-bodybuilder-manikandan-fitness-journey/article36772007.ece,life-and-style,"Fri, 01 Oct 2021 13:45:31 +0530",1609
Raghu Rai’s ‘A Thousand Lives’:  a  journey of 40 years,250 black-and-white images spanning the formative years of the photographer’s career reveal an India that feels both familiar and foreign,https://www.thehindu.com/entertainment/art/raghu-rai-a-thousand-lives-photography-exhibition-knma/article68086914.ece,Entertainment,"Sat, 20 Apr 2024 11:12:51 +0530",1610
"The Indian GP is here, but where are the Indian riders?",11-time national champion Rajini Krishnan says sustained investment is necessary for the sport to prosper in the country; the only local connection in the Indian GP was through a wildcard entry for Chennai-based rider Ahmed,https://www.thehindu.com/sport/motorsport/the-indian-gp-is-here-but-where-are-the-indian-riders/article67345286.ece,Sport,"Mon, 25 Sep 2023 20:58:33 +0530",1611
War of worlds,"Hartman De Souza’s play, Soldiers’ Silence, tells the story of a chance encounter between an American soldier and an Iraqi militant",https://www.thehindu.com/entertainment/theatre/hartman-de-souzas-play-soldiers-silence-tells-the-story-of-a-chance-encounter-between-an-american-soldier-and-an-iraqi-militant/article67629701.ece,Entertainment,"Sat, 16 Dec 2023 07:16:31 +0530",1612
Sambandamurthy Achari: An unsung scholar,Sambandamurthy set the 51 verses of Kandar Anubhuti to tune in 51 different ragas. He has composed varnams and more than 100 songs.,https://www.thehindu.com/entertainment/music/sambandamurthy-achari-an-unsung-music-scholar/article68171080.ece,Entertainment,"Mon, 13 May 2024 18:15:50 +0530",1613
Cabin crew strike: Air India Express issues termination letters to 25 members,"There are around 1,400 cabin crew, including about 500 at the senior level, at the airline",https://www.thehindu.com/business/Industry/cabin-crew-strike-air-india-express-issues-termination-letters-to-25-members-asks-others-to-join-work/article68156215.ece,Business,"Thu, 09 May 2024 10:34:10 +0530",1614
"Cabinet nod for ₹24,420-crore subsidy for phosphatic and potassic fertilizers","For farmers, urea and DAP prices will remain unchanged during the season, promises Fertilizers Minister; due to a global factors, imported fertilizer remains expensive, but annual subsidy expected to be slightly lower than last year",https://www.thehindu.com/news/national/cabinet-approves-108-lakh-crore-fertiliser-subsidy-for-kharif-season/article66861500.ece,Business,"Wed, 17 May 2023 17:01:40 +0530",1615
The Pollen Waits on its Tiptoe explores the nine emotions through the medium of art,"The Pollen Waits on its Tiptoe, an art exhibition themed on the Navarasas, is currently underway in the city",https://www.thehindu.com/entertainment/art/the-pollen-waits-on-its-tiptoe-explores-the-nine-emotions-through-the-medium-of-art/article67998689.ece,Entertainment,"Tue, 02 Apr 2024 09:01:15 +0530",1616
Bangalore Little Theatre’s ‘Beyond Hattamala’ helps support children’s lives,"Bangalore Little Theatre is back with their annual children’s production that will all over the city till January 27, 2024",https://www.thehindu.com/entertainment/theatre/bangalore-little-theatres-beyond-hattamala-helps-support-childrens-lives/article67636840.ece,Entertainment,"Mon, 18 Dec 2023 09:58:20 +0530",1617
Justice (Retd) Sanjay Kumar Mishra sworn in as first GST Tribunal President,"The Tribunal, established under the Central Goods and Services Tax Act, is expected to soon become functional, nearly seven years after the launch of the GST regime.",https://www.thehindu.com/business/Economy/justice-retd-sanjay-kumar-mishra-sworn-in-as-first-gst-tribunal-president/article68146686.ece,Business,"Mon, 06 May 2024 21:05:54 +0530",1618
"More than a third of urban Chinese living in sinking cities, study finds",A recent study by researchers in China which found that more than a third of the country’s urban population – some 270 million people – live in sinking cities,https://www.thehindu.com/sci-tech/science/more-than-a-third-of-urban-chinese-living-in-sinking-cities-study-finds/article68174263.ece,Science,"Tue, 14 May 2024 17:15:59 +0530",1619
